split,source_batch,frame_id,image,source
train,550-599_completed,0588,frame_0588_f15250.jpg,data/550-599_completed/images/frame_0588_f15250.jpg
train,550-599_completed,0591,frame_0591_f15327.jpg,data/550-599_completed/images/frame_0591_f15327.jpg
train,550-599_completed,0593,frame_0593_f15379.jpg,data/550-599_completed/images/frame_0593_f15379.jpg
train,550-599_completed,0594,frame_0594_f15405.jpg,data/550-599_completed/images/frame_0594_f15405.jpg
train,550-599_completed,0595,frame_0595_f15431.jpg,data/550-599_completed/images/frame_0595_f15431.jpg
train,550-599_completed,0598,frame_0598_f15509.jpg,data/550-599_completed/images/frame_0598_f15509.jpg
train,600-649_completed,0601,frame_0601_f15587.jpg,data/600-649_completed/images/frame_0601_f15587.jpg
train,600-649_completed,0608,frame_0608_f15768.jpg,data/600-649_completed/images/frame_0608_f15768.jpg
train,600-649_completed,0610,frame_0610_f15820.jpg,data/600-649_completed/images/frame_0610_f15820.jpg
train,600-649_completed,0612,frame_0612_f15872.jpg,data/600-649_completed/images/frame_0612_f15872.jpg
train,600-649_completed,0615,frame_0615_f15950.jpg,data/600-649_completed/images/frame_0615_f15950.jpg
train,600-649_completed,0617,frame_0617_f16002.jpg,data/600-649_completed/images/frame_0617_f16002.jpg
train,600-649_completed,0626,frame_0626_f16235.jpg,data/600-649_completed/images/frame_0626_f16235.jpg
train,600-649_completed,0630,frame_0630_f16339.jpg,data/600-649_completed/images/frame_0630_f16339.jpg
train,600-649_completed,0636,frame_0636_f16494.jpg,data/600-649_completed/images/frame_0636_f16494.jpg
train,600-649_completed,0639,frame_0639_f16572.jpg,data/600-649_completed/images/frame_0639_f16572.jpg
train,600-649_completed,0641,frame_0641_f16624.jpg,data/600-649_completed/images/frame_0641_f16624.jpg
train,600-649_completed,0642,frame_0642_f16650.jpg,data/600-649_completed/images/frame_0642_f16650.jpg
train,600-649_completed,0643,frame_0643_f16676.jpg,data/600-649_completed/images/frame_0643_f16676.jpg
train,600-649_completed,0644,frame_0644_f16702.jpg,data/600-649_completed/images/frame_0644_f16702.jpg
train,600-649_completed,0645,frame_0645_f16728.jpg,data/600-649_completed/images/frame_0645_f16728.jpg
train,600-649_completed,0648,frame_0648_f16806.jpg,data/600-649_completed/images/frame_0648_f16806.jpg
val,650-699_completed,0654,frame_0654_f16961.jpg,data/650-699_completed/images/frame_0654_f16961.jpg
val,650-699_completed,0655,frame_0655_f16987.jpg,data/650-699_completed/images/frame_0655_f16987.jpg
val,650-699_completed,0656,frame_0656_f17013.jpg,data/650-699_completed/images/frame_0656_f17013.jpg
val,650-699_completed,0661,frame_0661_f17143.jpg,data/650-699_completed/images/frame_0661_f17143.jpg
val,650-699_completed,0662,frame_0662_f17169.jpg,data/650-699_completed/images/frame_0662_f17169.jpg
val,650-699_completed,0664,frame_0664_f17221.jpg,data/650-699_completed/images/frame_0664_f17221.jpg
val,650-699_completed,0667,frame_0667_f17298.jpg,data/650-699_completed/images/frame_0667_f17298.jpg
val,650-699_completed,0668,frame_0668_f17324.jpg,data/650-699_completed/images/frame_0668_f17324.jpg
val,650-699_completed,0669,frame_0669_f17350.jpg,data/650-699_completed/images/frame_0669_f17350.jpg
val,650-699_completed,0671,frame_0671_f17402.jpg,data/650-699_completed/images/frame_0671_f17402.jpg
val,650-699_completed,0674,frame_0674_f17480.jpg,data/650-699_completed/images/frame_0674_f17480.jpg
val,650-699_completed,0676,frame_0676_f17532.jpg,data/650-699_completed/images/frame_0676_f17532.jpg
val,650-699_completed,0677,frame_0677_f17558.jpg,data/650-699_completed/images/frame_0677_f17558.jpg
val,650-699_completed,0678,frame_0678_f17584.jpg,data/650-699_completed/images/frame_0678_f17584.jpg
val,650-699_completed,0681,frame_0681_f17661.jpg,data/650-699_completed/images/frame_0681_f17661.jpg
val,650-699_completed,0682,frame_0682_f17687.jpg,data/650-699_completed/images/frame_0682_f17687.jpg
val,650-699_completed,0686,frame_0686_f17791.jpg,data/650-699_completed/images/frame_0686_f17791.jpg
val,650-699_completed,0688,frame_0688_f17843.jpg,data/650-699_completed/images/frame_0688_f17843.jpg
val,650-699_completed,0689,frame_0689_f17869.jpg,data/650-699_completed/images/frame_0689_f17869.jpg
val,650-699_completed,0695,frame_0695_f18025.jpg,data/650-699_completed/images/frame_0695_f18025.jpg
val,650-699_completed,0698,frame_0698_f18102.jpg,data/650-699_completed/images/frame_0698_f18102.jpg
test,700-749_completed,0701,frame_0701_f18180.jpg,data/700-749_completed/images/frame_0701_f18180.jpg
test,700-749_completed,0707,frame_0707_f18336.jpg,data/700-749_completed/images/frame_0707_f18336.jpg
test,700-749_completed,0710,frame_0710_f18414.jpg,data/700-749_completed/images/frame_0710_f18414.jpg
test,700-749_completed,0711,frame_0711_f18440.jpg,data/700-749_completed/images/frame_0711_f18440.jpg
test,700-749_completed,0715,frame_0715_f18543.jpg,data/700-749_completed/images/frame_0715_f18543.jpg
test,700-749_completed,0719,frame_0719_f18647.jpg,data/700-749_completed/images/frame_0719_f18647.jpg
test,700-749_completed,0720,frame_0720_f18673.jpg,data/700-749_completed/images/frame_0720_f18673.jpg
test,700-749_completed,0721,frame_0721_f18699.jpg,data/700-749_completed/images/frame_0721_f18699.jpg
test,700-749_completed,0725,frame_0725_f18803.jpg,data/700-749_completed/images/frame_0725_f18803.jpg
test,700-749_completed,0729,frame_0729_f18906.jpg,data/700-749_completed/images/frame_0729_f18906.jpg
test,700-749_completed,0730,frame_0730_f18932.jpg,data/700-749_completed/images/frame_0730_f18932.jpg
test,700-749_completed,0732,frame_0732_f18984.jpg,data/700-749_completed/images/frame_0732_f18984.jpg
test,700-749_completed,0733,frame_0733_f19010.jpg,data/700-749_completed/images/frame_0733_f19010.jpg
test,700-749_completed,0735,frame_0735_f19062.jpg,data/700-749_completed/images/frame_0735_f19062.jpg
test,700-749_completed,0738,frame_0738_f19140.jpg,data/700-749_completed/images/frame_0738_f19140.jpg
test,700-749_completed,0741,frame_0741_f19218.jpg,data/700-749_completed/images/frame_0741_f19218.jpg
test,700-749_completed,0742,frame_0742_f19243.jpg,data/700-749_completed/images/frame_0742_f19243.jpg
test,700-749_completed,0743,frame_0743_f19269.jpg,data/700-749_completed/images/frame_0743_f19269.jpg
test,700-749_completed,0747,frame_0747_f19373.jpg,data/700-749_completed/images/frame_0747_f19373.jpg
test,700-749_completed,0748,frame_0748_f19399.jpg,data/700-749_completed/images/frame_0748_f19399.jpg
test,700-749_completed,0749,frame_0749_f19425.jpg,data/700-749_completed/images/frame_0749_f19425.jpg
