split,source_batch,frame_id,image,source
val,650-699_completed,0688,frame_0688_f17843.jpg,data/650-699_completed/images/frame_0688_f17843.jpg
val,650-699_completed,0689,frame_0689_f17869.jpg,data/650-699_completed/images/frame_0689_f17869.jpg
val,650-699_completed,0695,frame_0695_f18025.jpg,data/650-699_completed/images/frame_0695_f18025.jpg
test,700-749_completed,0707,frame_0707_f18336.jpg,data/700-749_completed/images/frame_0707_f18336.jpg
test,700-749_completed,0710,frame_0710_f18414.jpg,data/700-749_completed/images/frame_0710_f18414.jpg
test,700-749_completed,0711,frame_0711_f18440.jpg,data/700-749_completed/images/frame_0711_f18440.jpg
test,700-749_completed,0715,frame_0715_f18543.jpg,data/700-749_completed/images/frame_0715_f18543.jpg
test,700-749_completed,0719,frame_0719_f18647.jpg,data/700-749_completed/images/frame_0719_f18647.jpg
test,700-749_completed,0729,frame_0729_f18906.jpg,data/700-749_completed/images/frame_0729_f18906.jpg
test,700-749_completed,0733,frame_0733_f19010.jpg,data/700-749_completed/images/frame_0733_f19010.jpg
test,700-749_completed,0747,frame_0747_f19373.jpg,data/700-749_completed/images/frame_0747_f19373.jpg
test,700-749_completed,0748,frame_0748_f19399.jpg,data/700-749_completed/images/frame_0748_f19399.jpg
